REGION,PROVINCIA,DISTRITO,CODIGO,NOMBRE,CATEGORIA,TIPO,SUBTIPO,URL,LATITUD,LONGITUD
Cusco,Cusco,CUSCO,11,Festividad Del Señor De Los Temblores,5. ACONTECIMIENTOS PROGRAMADOS,Fiestas,Fiestas religiosas-patronales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11,-71.9801,-13.5153
Cusco,Canas,LANGUI,12,Laguna De Langui-Layo,1. SITIOS NATURALES,g. Cuerpo de Agua,Lagunas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12,-71.16602045996092,-14.499080282861806
Cajamarca,Contumaza,YONAN,16,Petrogligos De Yonan,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Petroglifos (Grabados en piedra),http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=16,-79.130786,-7.2531078579146415
Amazonas,Chachapoyas,LEVANTO,17,Sitio Arqueológico De Collacruz,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Templos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=17,-77.89887399999998,-6.308009
Amazonas,Chachapoyas,MAGDALENA,18,Caverna De Shihual,1. SITIOS NATURALES,Cavidades naturales,Grutas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=18,-77.8818,-6.372
Huanuco,Huanuco,HUANUCO,20,Pinturas Rupestres De Quillarumi,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Pintura Rupestre,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=20,-76.2905993703614,-9.937153171539153
Huanuco,Ambo,AMBO,21,Laguna Rumichaca,1. SITIOS NATURALES,g. Cuerpo de Agua,Lagunas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=21,-76.12607002258301,-10.096642091769294
Huanuco,Lauricocha,SAN MIGUEL DE CAURI,22,Laguna De Lauricocha,1. SITIOS NATURALES,g. Cuerpo de Agua,Lagunas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=22,-76.66389048099518,-10.315821774759021
Huanuco,Lauricocha,SAN MIGUEL DE CAURI,23,Cueva De Lauricocha,1. SITIOS NATURALES,Cavidades naturales,Grutas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=23,-76.64987325668335,-10.313969294654017
Huanuco,Lauricocha,QUEROPALCA,24,Nevado De Yerupajá,1. SITIOS NATURALES,a. Montañas,Nevado,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=24,-76.9052410125733,-10.268640834546621
Huanuco,Lauricocha,QUEROPALCA,25,Cordillera Huayhuash - Huanuco,1. SITIOS NATURALES,n. Áreas Protegidas,Zonas Reservadas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=25,-76.90607786178594,-10.275903959997002
Huanuco,Yarowilca,CHAVINILLO,26,Lacshahuarina(Corona Del Inca),1. SITIOS NATURALES,a. Montañas,Cerros,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=26,-76.55073400000003,-9.860732
Apurimac,Aymaraes,CARAYBAMBA,29,Andenerías De Caraybamba,2. MANIFESTACIONES CULTURALES,Lugares Históricos,Puentes,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=29,-73.16687717196658,-14.367851237036547
Apurimac,Cotabambas,CHALLHUAHUACHO,30,Complejo Arqueologico De Markapuchungo,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Templos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=30,-72.24641025066376,-14.118602157492754
Apurimac,Abancay,ABANCAY,31,Puente Colonial Pachachaca,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Puentes,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=31,-72.93738612268447,-13.663068141447953
Apurimac,Abancay,CURAHUASI,32,Templo Santa Catalina De Curahuasi,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=32,-72.6959277777778,-13.542775
Apurimac,Aymaraes,CHALHUANCA,33,Templo De Chuquinga,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=33,-73.25610277777776,-14.292108333333333
Apurimac,Chincheros,COCHARCAS,34,Templo Colonial De Cocharcas,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=34,-73.73803403439331,-13.611938030618077
Apurimac,Aymaraes,CHALHUANCA,36,Baños Termales De Pincahuacho,1. SITIOS NATURALES,Agua termo-mineral,Aguas Termales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=36,-73.276745,-14.283773
Ica,Pisco,HUMAY,37,Centro Administrativo Inca De Tambo Colorado,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Templos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=37,-75.829436480999,-13.705115566033848
Loreto,Maynas,SAN JUAN BAUTISTA,39,Pueblo Tradicional De Santo Tomás,2. MANIFESTACIONES CULTURALES,Pueblos,Tradicionales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=39,-73.34004878997803,-3.8017383701225804
Junín,Concepcion,COMAS,42,Laguna De Pomacocha,1. SITIOS NATURALES,g. Cuerpo de Agua,Lagunas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=42,-75.25457668255615,-11.784863884497788
Madre De Dios,Tambopata,LABERINTO,46,Lago Pastora Grande,1. SITIOS NATURALES,g. Cuerpo de Agua,Lagos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=46,-69.5463752746582,-12.616384568879766
Piura,Piura,CASTILLA,47,Represa Los Ejidos,"4. REALIZACIONES TÉCNICAS, CIENTÍFICAS Y ARTÍSTICAS CONTEMPORÁNEAS",Centros Científicos y Técnicos,Represas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=47,-80.6146502494812,-5.15925405822565
Piura,Piura,CATACAOS,48,Pueblo Simbila,2. MANIFESTACIONES CULTURALES,Pueblos,Tradicionales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=48,-80.65157890319824,-5.246814583692445
Piura,Piura,PIURA,49,Iglesia Nuestra Señora Del Carmen,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=49,-80.62566608190536,-5.193248647927614
Piura,Piura,PIURA,50,Parque Ecologico Kurt Beer,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Parques,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=50,-80.66737309098244,-5.208107683417542
Piura,Sechura,SECHURA,53,Playa Las Delicias,1. SITIOS NATURALES,Costas,Playas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=53,-80.85269199999999,-5.700647
Piura,Sechura,SECHURA,54,Playa Punta Nunura O Shode,1. SITIOS NATURALES,Costas,Playas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=54,-81.12722300000001,-5.859427
Piura,Sechura,SECHURA,56,Isla Lobos De Tierra,1. SITIOS NATURALES,Costas,Islas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=56,-80.85474014282226,-6.435741924446014
Piura,Sechura,SECHURA,57,Caleta Matacaballo,1. SITIOS NATURALES,Costas,Caletas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=57,-80.85198200000002,-5.637162
Piura,Sechura,SECHURA,58,Iglesia San Martín De Tours,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=58,-80.82220494747162,-5.558677731735224
Piura,Sechura,SECHURA,60,Zona Arqueologica De Chusis,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Templos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=60,-80.81523656845093,-5.520309050962855
Piura,Sechura,SECHURA,61,Zona Reservada  Illescas,1. SITIOS NATURALES,n. Áreas Protegidas,Zonas Reservadas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=61,-81.09753973782063,-5.9744195697833975
Piura,Sechura,VICE,62,Manglares San Pedro De Vice,1. SITIOS NATURALES,Costas,Esteros,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=62,-80.88067308068275,-5.545027261979392
Piura,Sechura,VICE,63,Playa San Pablo,1. SITIOS NATURALES,Costas,Playas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=63,-80.9421157836914,-5.433161407714705
Piura,Sechura,CRISTO NOS VALGA,66,Laguna Ñapique,1. SITIOS NATURALES,g. Cuerpo de Agua,Lagunas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=66,-80.6909966468811,-5.5326752935872365
Piura,Sechura,CRISTO NOS VALGA,67,Laguna Ramon,1. SITIOS NATURALES,g. Cuerpo de Agua,Lagunas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=67,-80.6344985961914,-5.513645269191028
Piura,Sechura,CRISTO NOS VALGA,68,Estuario De Virrila,1. SITIOS NATURALES,g. Cuerpo de Agua,Lagunas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=68,-80.8663272857666,-5.7902990638433325
Piura,Morropon,CHULUCANAS,69,Pueblo La Encantada,2. MANIFESTACIONES CULTURALES,Pueblos,Artesanales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=69,-80.19854575395584,-5.093196353473787
Piura,Paita,COLAN,70,Iglesia San Lucas De Colán,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=70,-81.05771899223327,-5.007279404833389
Piura,Talara,LA BREA,72,Playa Punta Balcones,1. SITIOS NATURALES,Costas,Puntas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=72,-81.32556438446045,-4.679214286254906
Piura,Ayabaca,AYABACA,73,Museo Arqueológico Hijos Del Sol,2. MANIFESTACIONES CULTURALES,Museos y otros,Museos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=73,-79.71517950296402,-4.640512299163094
San Martin,Moyobamba,MOYOBAMBA,74,Aguas Sulfurosos Oromina,1. SITIOS NATURALES,Agua termo-mineral,Aguas Termales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=74,-77.00471878051758,-6.070231453384344
Amazonas,Bagua,BAGUA,84,Complejo Turistico Pongo De Rentema,1. SITIOS NATURALES,f. Pongos,Pongos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=84,-78.54649999999998,-5.5201
Amazonas,Bagua,ARAMANGO,85,Cataratas De Numparket,1. SITIOS NATURALES,Caídas de agua,Cataratas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=85,-78.335151,-5.491433
Amazonas,Bagua,ARAMANGO,86,Laguna El Porvenir,1. SITIOS NATURALES,g. Cuerpo de Agua,Lagunas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=86,-78.4304643068848,-5.479021642681643
Amazonas,Utcubamba,YAMON,87,Pinturas Rupestres De Yamon,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Pintura Rupestre,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=87,-78.53399999999999,-6.05489
San Martin,San Martin,SAUCE,88,Lago Sauce (Laguna Azul),1. SITIOS NATURALES,g. Cuerpo de Agua,Lagunas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=88,-76.21833801269531,-6.693080464804169
San Martin,San Martin,SAUCE,89,Lago Lindo,1. SITIOS NATURALES,g. Cuerpo de Agua,Lagunas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=89,-76.23234987258911,-6.740517403187807
San Martin,San Martin,CHAZUTA,90,Cascadas De Tununtunumba,1. SITIOS NATURALES,Caídas de agua,Cataratas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=90,-76.17501497268677,-6.605120295745416
San Martin,Lamas,LAMAS,93,Catarata De Chapawanki,1. SITIOS NATURALES,Caídas de agua,Cataratas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=93,-76.5206,-6.38063
San Martin,San Martin,LA BANDA DE SHILCAYO,94,Catarata De Ahuashiyacu,1. SITIOS NATURALES,Caídas de agua,Cataratas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=94,-76.30837440490722,-6.455443485714339
La Libertad,Trujillo,HUANCHACO,96,Complejo Arqueologico De Chan Chan,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Templos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=96,-79.0696308016777,-8.097624182657944
Ancash,Huari,CHAVIN DE HUANTAR,97,Nevado Huantsàn,1. SITIOS NATURALES,a. Montañas,Nevado,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=97,-77.30999951901435,-9.515831546983941
La Libertad,Trujillo,LA ESPERANZA,99,Huaca Arco Iris (Huaca El Dragon),2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Templos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=99,-79.04894178769683,-8.076912452669033
Ancash,Huaylas,CARAZ,100,Sitio Arqueológico De Tumshukaiko,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Templos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=100,-77.81473599999998,-9.03785
La Libertad,Trujillo,TRUJILLO,101,Catedral De Trujillo,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=101,-79.02834624052048,-8.110903949280678
La Libertad,Trujillo,TRUJILLO,102,Iglesia Y Monasterio Del Carmen,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=102,-79.02374827116392,-8.109158959867672
La Libertad,Trujillo,TRUJILLO,103,Iglesia San Francisco,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=103,-79.02756316319466,-8.109225898506118
La Libertad,Trujillo,TRUJILLO,104,Iglesia De La Merced,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=104,-79.02702499999998,-8.11132096612704
La Libertad,Trujillo,TRUJILLO,105,Iglesia Belen,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=105,-79.0272139533729,-8.114415000000006
La Libertad,Trujillo,TRUJILLO,106,Iglesia Y Convento De La Compañía De Jesús,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=106,-79.02974,-8.111825276861822
La Libertad,Trujillo,TRUJILLO,107,Huaca La Esmeralda,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Templos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=107,-79.04512212479955,-8.104294775252338
La Libertad,Viru,VIRU,108,Castillo De Tomabal,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Templos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=108,-78.73773962259292,-8.391266094598913
La Libertad,Ascope,MAGDALENA DE CAO,109,Complejo Arqueológico El Brujo,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Templos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=109,-79.30524200000002,-7.911121903706125
La Libertad,Trujillo,TRUJILLO,110,Casa Del Mariscal De Orbegoso,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Casa de Valor Arquitectónico,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=110,-79.02724385261535,-8.112197116485704
La Libertad,Trujillo,TRUJILLO,111,Casa Mayorazgo De Facalá,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Casa de Valor Arquitectónico,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=111,-79.0292340517044,-8.113572595723102
La Libertad,Trujillo,TRUJILLO,112,Casa Bracamonte O Lizarzaburú,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Casa de Valor Arquitectónico,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=112,-79.02923136949539,-8.111347397230325
La Libertad,Trujillo,TRUJILLO,113,Casa Calonge O Urquiaga,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Casa de Valor Arquitectónico,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=113,-79.02814105153084,-8.112335195695051
La Libertad,Trujillo,MOCHE,114,Huacas Del Sol Y La Luna,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Templos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=114,-78.99200865029718,-8.13636524168037
La Libertad,Trujillo,HUANCHACO,115,Balneario Huanchaco,1. SITIOS NATURALES,Costas,Playas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=115,-79.1215717792511,-8.07869026497998
La Libertad,Trujillo,TRUJILLO,117,Muralla  Militar De Trujillo Colonial,2. MANIFESTACIONES CULTURALES,Lugares Históricos,Murallas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=117,-79.02610659599304,-8.104916026388505
La Libertad,Trujillo,TRUJILLO,118,Plaza Mayor De Trujillo,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Plazas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=118,-79.02868956327438,-8.111785533945682
La Libertad,Trujillo,TRUJILLO,119,Plazuela El Recreo,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Plazas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=119,-79.02383319014359,-8.107184024069092
La Libertad,Trujillo,TRUJILLO,120,"Museo De Arqueologia, Antropologia E Historia De La Universidad Nacional De Trujillo (Casa Risco)",2. MANIFESTACIONES CULTURALES,Museos y otros,Museos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=120,-79.02426391839981,-8.1108853616314
La Libertad,Trujillo,TRUJILLO,121,Museo De Arqueologia  Privado Jose Cassinelli Mazzei,2. MANIFESTACIONES CULTURALES,Museos y otros,Museos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=121,-79.03485427116391,-8.1046955879362
La Libertad,Trujillo,HUANCHACO,122,Museo De Sitio Chan Chan,2. MANIFESTACIONES CULTURALES,Museos y otros,Museos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=122,-79.0654119656067,-8.09976949660735
La Libertad,Trujillo,TRUJILLO,123,Museo Catedralicio,2. MANIFESTACIONES CULTURALES,Museos y otros,Museos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=123,-79.02816385030746,-8.111270391334049
La Libertad,Trujillo,LAREDO,124,Huaca De Los Reyes,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Templos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=124,-78.91012318650814,-8.06971258422581
La Libertad,Pacasmayo,GUADALUPE,125,Complejo Arqueológico De Pakatnamú,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Templos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=125,-79.58139896392822,-7.3183283760261855
La Libertad,Santiago De Chuco,CACHICADAN,126,Baños Termales De Cachicadan,1. SITIOS NATURALES,Agua termo-mineral,Aguas Termales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=126,-78.14302414655685,-8.093125798052003
La Libertad,Sanchez Carrion,HUAMACHUCO,127,Laguna Sausacocha,1. SITIOS NATURALES,g. Cuerpo de Agua,Lagunas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=127,-77.98433125019073,-7.800704039251577
La Libertad,Sanchez Carrion,HUAMACHUCO,128,Complejo Arqueológico De Marcahuamachuco,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Templos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=128,-78.06575191534421,-7.801876699293672
La Libertad,Otuzco,OTUZCO,129,Pueblo De Otuzco,2. MANIFESTACIONES CULTURALES,Pueblos,Tradicionales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=129,-78.5656893253327,-7.902490829142378
La Libertad,Trujillo,SIMBAL,130,Fiesta Patronal Del Señor De La Piedad,5. ACONTECIMIENTOS PROGRAMADOS,Fiestas,Fiestas religiosas-patronales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=130,-78.8149,-7.97679
La Libertad,Otuzco,USQUIL,131,Coina,1. SITIOS NATURALES,Zonas paisajísticas,Lugares pintorescos de flora y fauna,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=131,-78.3648021349182,-7.806199329487673
La Libertad,Chepen,CHEPEN,132,Vía Crucis Del Cerro Chepen,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Templos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=132,-79.41132900000002,-7.214511
La Libertad,Pacasmayo,SAN PEDRO DE LLOC,134,Iglesia Matriz De San Pedro De Lloc,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=134,-79.50466050429918,-7.431925937088454
La Libertad,Pacasmayo,SAN PEDRO DE LLOC,135,El Pellón Sanpedrano,3. FOLCLORE,Artesanía y Artes,"Tejidos(lanas, fibras de animales, fibra vegetal. Etc)",http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=135,-79.5039,-7.4279
La Libertad,Pacasmayo,SAN PEDRO DE LLOC,136,Playa Puémape,1. SITIOS NATURALES,Costas,Playas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=136,-79.53926781349185,-7.518391085098223
La Libertad,Pacasmayo,SAN PEDRO DE LLOC,137,Alameda Puente Arco,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Alamedas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=137,-79.50446206416808,-7.435787062670667
La Libertad,Pacasmayo,GUADALUPE,139,Iglesia Matriz De Guadalupe,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=139,-79.46993848029604,-7.243736408141039
La Libertad,Pacasmayo,SAN PEDRO DE LLOC,140,Bosque Natural El Cañoncillo,1. SITIOS NATURALES,Zonas paisajísticas,Bosques,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=140,-79.42175388336181,-7.375788421374818
San Martin,Moyobamba,CALZADA,141,Morro De Calzada,1. SITIOS NATURALES,a. Montañas,Cerros,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=141,-77.03750610351568,-6.021409369108987
San Martin,Moyobamba,MOYOBAMBA,143,Aguas Termales San Mateo,1. SITIOS NATURALES,Agua termo-mineral,Aguas Termales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=143,-76.97044014930731,-6.074221524812058
Loreto,Maynas,IQUITOS,145,Pandilla,3. FOLCLORE,Músicas y Danzas,Música y Danzas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=145,-73.2622,-3.74993
Loreto,Maynas,IQUITOS,146,Cajada,3. FOLCLORE,Músicas y Danzas,Música y Danzas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=146,-73.2622,-3.74993
Loreto,Maynas,IQUITOS,147,Iglesia Matriz,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=147,-73.24500739574432,-3.7494471115295824
Loreto,Maynas,IQUITOS,148,Casa Morey,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Casa de Valor Arquitectónico,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=148,-73.24191749095917,-3.7467438747804133
Loreto,Maynas,IQUITOS,149,Ex Colegio San Agustín,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Fortalezas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=149,-73.25054883956909,-3.75441997472448
Loreto,Maynas,IQUITOS,150,Laguna De Quistococha,1. SITIOS NATURALES,g. Cuerpo de Agua,Lagunas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=150,-73.32167029380798,-3.8290416177327397
Loreto,Maynas,SAN JUAN BAUTISTA,151,Parque Turístico De Quistococha,"4. REALIZACIONES TÉCNICAS, CIENTÍFICAS Y ARTÍSTICAS CONTEMPORÁNEAS",Centros Científicos y Técnicos,Zoológicos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=151,-73.32069396972656,-3.828286922895427
Loreto,Maynas,BELÉN,152,Pueblo De Belén,2. MANIFESTACIONES CULTURALES,Pueblos,Tradicionales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=152,-73.24567794799804,-3.7662391095861345
Lambayeque,Chiclayo,OYOTUN,154,Geoglifos Aguila De Oyotún,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Geoglifos (Grabado en tierra),http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=154,-79.30050476190183,-6.795367217829407
Lambayeque,Chiclayo,SAÑA,155,Complejo Arqueológico De Huaca Rajada - Sipán,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Templos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=155,-79.60093122190898,-6.800793622533838
Lambayeque,Chiclayo,PIMENTEL,157,Festival Caballito De Totora,5. ACONTECIMIENTOS PROGRAMADOS,Eventos,Festivales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=157,-79.9362,-6.83708
Lambayeque,Lambayeque,OLMOS,159,Petroglifos De Boliches O Pipochinos,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Petroglifos (Grabados en piedra),http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=159,-79.70297164781573,-5.985580257986075
